1|S059|Instalación de enchape en muros y piso de piscinas con Sikaceram Flex|MTK|34000|1|||1|1
1|S060|Fraguado de enchape de piscinas con boquilla acrilica para piscinas Stone Mix|MTK|4500|1|||1|1
1|S061|Sello de accesorios y borde de piscinas con Sikasil Pool|94|70000|1|||1|1
1|S062|Resane de superficie para asegurar homogeneidad con Sikadur 32 Primer y Sikadur 510|MTK|30000|1|||1|1
1|S063|Aplicación recubrimiento Sikafloor 2430|MTK|30000|1|||1|1
1|S064|Instalación mediante flameado de manto asfáltico poliéster 4MM|MTK|35000|1|||1|1
1|S065|Sello de ventanería o puertas con Sikaflex|94|8500|1|||1|1
1|S066|Enboquillado de bajantes con membrana PVC|94|30000|1|||1|1
1|S067|Sello de borde perimetral de la membrana con Sikaflex-1A Plus i-Cure|LM|7800|1|||1|1
1|S068|Aplicación de Sikafloor-264 resina epoxica pigmentada |MTK|68000|1|||1|1
1|S069|Aplicación de sellado y acabado epoxico a dos manos High Gloss RAL 5015 Azul o Gris|MTK|30000|1|||1|1
1|S070|Construcción de regata|MTK|4500|1|||1|1
1|S071|Excavación de tierra|MTQ|15000|1|||1|1
1|S072|Reparacion de juntas con mortero de reparacion estructural|LM|16000|1|||1|1
1|S073|Relleno de juntas vacias o grietas con mortero de reparación estructural|LM|12500|1|||1|1
1|S074|Inducción de juntas de dilatación con pulidora y disco de corte|LM|3000|1|||1|1
1|S075|Inducción de regata con pulidora y disco de corte en junta constructiva|LM|10800|1|||1|1
1|S076|Emboquillado de bajantes|94|30000|1|||1|1
1|S077|Modificación ductos de ventilación de 2"|94|18000|1|||1|1
1|S078|Modificación ductos de ventilación de 4"|94|28000|1|||1|1
1|S079|Mantenimiento losas de cubierta de puntos fijos|MTK|25000|1|||1|1
1|S080|Pulir superficie con copa diamantada|MTK|3500|1|||1|1
1|S081|Construccion de media caña en mortero|LM|9500|1|||1|1
1|S082|Mano de obra instalacón de formaletas|LM|3200|1|||1|1
1|S083|Mano de obra de instalación de concreto|MTK|3500|1|||1|1
1|S084|Mano de obra de instalación de concreto Incluye el concreto |MTK|6000|1|||1|1
1|S085|Mano de obra acabado superficial del concreto con Helicóptero Incluye el endurecido ROCKTOP |MTK|28000|1|||1|1
1|S086|Sello de fisuras con mortero|LM|10500|1|||1|1
1|S087|Retiro de tejas de fibrocemento en mal estado|94|9800|1|||1|1
1|S088|Instalación de tejas de Fibrocemento de 1.8m x 0.9m Incluye la teja |94|42000|1|||1|1
1|S089|Instalación de tejas de Fibrocemento de 1.8m x 0.9m|94|28000|1|||1|1
1|S090|Reparación de caballetes con retiro de teja fracturadas. preparación de superficie y reemplazo de tejas |94|60000|1|||1|1
1|S091|Prueba de estanqueidad del sistema de impermeabilización|94|300000|1|||1|1
1|S092|Sondeo y limpieza de bajantes|94|45000|1|||1|1
1|S093|Reparación de empozamientos|MTK|25000|1|||1|1
1|S094|Fundicion de concreto para Piso fcigual a28Mpa|MTQ|150000|1|||1|1
1|S095|Fundicion de concreto para Muros fcigual a28Mpa|MTQ|390000|1|||1|1
1|S096|Fundicion de concreto de Tapa fcigual a28Mpa|MTQ|390000|1|||1|1
1|S097|Sondeo de bajandes de aguas de lluvia y limpieza de los mismos|94|55000|1|||1|1
1|S098|Retiro de rebabas sobre mediacaña|MTK|27000|1|||1|1
1|S099|Demolición y retiro de enchape y mortero de pega existente|MTK|14000|1|||1|1
1|S100|Trasiego de escombros a sitio de almacenamiento temporal|94|200000|1|||1|1
1|S101|Prueba hidrostática de tubería y accesorios|94|250000|1|||1|1
1|S102|Imprimación de superficie con emulsión asfaltica como puente de adherencia|MTK|2000|1|||1|1
1|S103|Aplicación de pintura Coraza 10 años de Pintuco inclute pintura |MTK|10200|1|||1|1
1|S104|Aplicación de pintura perimetral y de ventanería Koraza gris basalto Incluye pintura |LM|3800|1|||1|1
1|S105|Aplicación de pintura esmalte mate tipo pintuco|MTK|15400|1|||1|1
1|S106|Aplicación de pintura. garantía de 10 años Incluye Imprimante + 2 manos de pintura|MTK|6500|1|||1|1
1|S107|Instalación Piso ACME Gym espesor 10mm|MTK|80000|1|||1|1
1|S108|Vaciado del tanque con Motobomba sumergible|94|400000|1|||1|1
1|S109|Preparación de superficies con pulidora para retiro de impurezas y uniformizar áreas|MTK|3500|1|||1|1
1|S110|Construcción de ducto para compuerta en tanque  0.7m x 0.8m x 0.85m |94|500000|1|||1|1
1|S111|Aplicación de recubrimiento epoxico de alta calidad en cielo. muros y piso de los tanques|MTK|45000|1|||1|1
1|S112|Aplicación de recubrimiento epoxico de alta calidad en muros de compuertas|MTK|45000|1|||1|1
1|S113|Instalación del Sistema de Membrana TANQUES PVC Danopol DW HS 1.2mm|MTK|78000|1|||1|1
1|S114|Sello perimetral de la Membrana y de accesorios con Sika Primer 215 + Sikalex 1A|LM|8000|1|||1|1
1|S115|Aplicación recubrimiento Epoxico para tanques de almacenamiento de agua potable en Cielo y salpicadero|MTK|45000|1|||1|1
1|S116|Sello de borde perimetral de membrana con poliuretano|LM|5500|1|||1|1
1|S117|Suministro e instalación Membrana PVC TANQUES mediante sistema de termo fundido|MTK|78000|1|||1|1
1|S118|Aplicación de recubrimiento epoxico TOC-8020 de alta calidad en cielo de tanques|MTK|45000|1|||1|1
1|S119|Fundición de piso en concreto 3500 PSI reforzado con Fibra SintÍtica Estructural TUF Stand SF  Eigual a10cm |MTK|52000|1|||1|1
1|S120|Construcción piso en concreto Estampado con el diseño y color escogido por el cliente|MTK|23000|1|||1|1
1|S121|Fabricacion de moldes para muro estampado|94|100000|1|||1|1
1|S122|Aplicación de piso en poliuretano Purcem Gloss|MTK|112000|1|||1|1
1|S123|Mano de obra estampado de piso en concreto Incluye Color Hardener y desmoldante|MTK|20000|1|||1|1
1|S124|Sello de concreto con Clear Seal|MTK|12000|1|||1|1
1|S125|Construcción piso industrial reforzado con endurecer silicio para pisos Alisado con Helicóptero |MTK|19000|1|||1|1
1|S126|Limpieza permanente de obra|94|800000|1|||1|1
1|S127|Hidrolavado de superficies|MTK|15000|1|||1|1
1|S128|Hidrolavado de superficies con 10% de hipoclorito|MTK|15000|1|||1|1
1|S129|Hidrolavado y retiro de grasa con Greese Away|MTK|2300|1|||1|1
1|S130|Limpieza de obra y retiros de escombros|94|250000|1|||1|1
1|S131|Utilidad|94|10000|1|||1|1
1|S132|Administración e imprevistos|94|100000|1|||1|1
1|S133|Impermeabilizacion con Membrana de Poliuretano MASTERSEAL HLM 5000 RG|MTK|32800|1|||1|1
1|S134|Impermeabilizacion con MAPELASTIC SMART|MTK|58000|1|||1|1
1|S135|Impermeabilizacion con PLANISEAL 68|MTK|32800|1|||1|1
1|S136|Impermeabilizacion con sistema Epoxico MAPECOAT DW 25|MTK|58000|1|||1|1
1|S137|Sello de fisuras con poliuretanno semiautonivelante Mapeflex MS 45|LM|9000|1|||1|1
1|S138|Construcción de mortero 1-3 reforzado con fibra sintética estructural|MTK|35000|1|||1|1
1|S139|Fundición de dados Incluye Corte, demolición y fundición|94|45000|1|||1|1
1|S140|Suministro y apliación del sistema impermeabilización cementicio Planisil 288(2 capas)|MTK|28000|1|||1|1
1|S141|Suministro e instalación de cinta Vandex Flextape para sello de junta|LM|69000|1|||1|1
1|S142|Sello de accesorios con TAMMSFLEX NS - Sello de polisulfuro|94|81610|1|||1|1
1|S143|Repello impermeabilizado en piscina con mortero 1-3 reforzado con microfibra Fiber Strand e impermeabilizante Sika -1. Espesor 3cm|MTK|28909|1|||1|1
1|S144|Suministro y aplicación de Sikalastik 1K en superficie. 2 capas|MTK|77611|1|||1|1
1|S145|Suministro y aplicación de fragua con boquilla stone mix ultra|MTK|8764|1|||1|1
1|S146|Sello de fisuras con Vulken 45SSL|LM|30000|1|||1|1
1|S147|Suministro y aplicación de sistema de impermeabilización con Igasol y Sikafelt|MTK|46314|1|||1|1
1|S148|Instalación de enchape con Sikaceram BA|MTK|38133|1|||1|1
1|S149|Suministro y aplicación de recubrimiento protector epoxico de alta calidad Mapecoat I-24|MTK|45000|1|||1|1
1|S150|Granallado de superficie con pulidora y disco diamantado|MTK|120000|1|||1|1
1|S151|Suministro y aplicación de sistema de impermeabilización de poliuretano Cubriseal|MTK|30000|1|||1|1
1|S152|Impermeabilización con Mortero cementoso bicomponente de elevada elasticidad Mapelastic Smart, reforzado con Malla de fibra de vidrio|MTK|58000|1|||1|1
1|S153|Impermeabilizacion con PLANISEAL 288|MTK|32800|1|||1|1
1|S154|Suministro e instalación de bloque de Icopor de alta densidad para el llenado de espacio entre muros de edificación|LM|15000|1|||1|1
1|S155|Suministro y aplicación de sistema de impermeabilización AQUAZERO 5 años reforzado con EUCO Felt|MTK|16000|1|||1|1
1|S156|Suministro y aplicación de sistema epoxico Eporip|LM|42000|1|||1|1
1|S170|Profesional SISO en obra por duración de los trabajos|WM|3500000|1|||1|1
1|S171|Excavación de zanja|LM|8000|1|||1|1
1|S172|Suministro y aplicación de Igol Denso Plus|LM|18000|1|||1|1
1|S173|Suministro e instalación de sistema base acrílica reforzada con malla de poliéster Incluye MO + Sikafill Power 7 años + Sikafelt FPP 30|MTK|19000|1|||1|1
1|S174|Fabricación molde especial 100% poliuretano|94|400000|1|||1|1
1|S175|Suministro de materiales e Instalación de By-pass|94|50000|1|||1|1
1|S176|Suministro y aplicación de solución de silicato de litio base agua|MTK|12000|1|||1|1
1|S177|Suministro y aplicación de Mapeflex MS 45|LM|8000|1|||1|1
1|S178|Suministro y aplicación sistema de impermeabilización 10 años base poliuretano Purtop Easy|MTK|90000|1|||1|1 
